@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute features-7 numeric
@attribute state {0,1,2,3,4}
@attribute intensity numeric

@data
5355,'2026/07/05 20:07:17:555',53,0.65752,0.83127,0.015225,-0.009378,0.007311,0.696784,0.009755,1,0.2
5356,'2026/07/05 20:07:17:661',53,0.638491,0.841432,0.015225,-0.009378,0.005617,0.669391,0.009755,1,0.2
5357,'2026/07/05 20:07:17:773',53,0.620326,0.848356,0.01365,-0.009378,0.003843,0.645776,0.009755,1,0.2
5358,'2026/07/05 20:07:17:876',53,0.600261,0.848356,0.01365,-0.009378,0.001382,0.645776,0.009755,1,0.2
5359,'2026/07/05 20:07:18:004',53,0.581842,0.848356,0.01365,-0.009378,-0.000249,0.645776,0.009755,1,0.2
5360,'2026/07/05 20:07:18:103',53,0.56269,0.844729,0.01365,-0.009378,-0.002619,0.645776,0.009755,1,0.2
5361,'2026/07/05 20:07:18:198',53,0.545085,0.836862,0.01365,-0.009378,-0.002619,0.645776,0.009755,1,0.2
5362,'2026/07/05 20:07:18:311',53,0.528269,0.825389,0.01365,-0.009378,-0.007112,0.645776,0.009755,1,0.2
5363,'2026/07/05 20:07:18:415',53,0.513226,0.81013,0.01365,-0.007797,-0.007112,0.645776,0.009755,1,0.2
5364,'2026/07/05 20:07:18:539',53,0.500634,0.793449,0.01365,-0.005953,-0.007112,0.645776,0.009755,1,0.2
5365,'2026/07/05 20:07:18:645',53,0.490959,0.769695,0.016255,-0.005953,-0.011781,0.645776,0.009755,1,0.2
5366,'2026/07/05 20:07:18:750',53,0.483321,0.745981,0.016255,-0.004117,-0.011781,0.66902,0.009755,1,0.2
5367,'2026/07/05 20:07:18:863',53,0.483321,0.717797,0.016255,-0.001643,-0.014286,0.690975,0.009755,1,0.2
5368,'2026/07/05 20:07:18:976',53,0.479892,0.691206,0.016255,-0.000052,-0.014286,0.71457,0.009755,1,0.2
5369,'2026/07/05 20:07:19:084',53,0.479892,0.665892,0.016255,0.002367,-0.012377,0.742142,0.009755,1,0.2
5370,'2026/07/05 20:07:19:196',53,0.488743,0.642119,0.014596,0.002367,-0.012377,0.742142,0.009755,1,0.2
5371,'2026/07/05 20:07:19:337',53,0.495652,0.62136,0.013076,0.002367,-0.010684,0.764585,0.009755,1,0.2
5372,'2026/07/05 20:07:19:409',53,0.50618,0.601332,0.013076,0.005283,-0.010684,0.764585,0.009755,1,0.2
5373,'2026/07/05 20:07:19:537',53,0.51671,0.584224,0.011489,0.005283,-0.008944,0.788009,0.009755,1,0.2
5374,'2026/07/05 20:07:19:637',53,0.530422,0.569529,0.013125,0.007062,-0.007041,0.788009,0.009755,1,0.2
5375,'2026/07/05 20:07:19:745',53,0.54349,0.55766,0.011558,0.007062,-0.007041,0.788009,0.009755,1,0.2
5376,'2026/07/05 20:07:19:846',53,0.55767,0.547941,0.011558,0.007062,-0.005162,0.810554,0.009755,1,0.2
5377,'2026/07/05 20:07:19:967',53,0.572262,0.544285,0.011558,0.007062,-0.003652,0.810554,0.009755,1,0.2
5378,'2026/07/05 20:07:20:077',53,0.587358,0.539067,0.011558,0.007062,-0.000619,0.810554,0.009755,1,0.2
5379,'2026/07/05 20:07:20:187',53,0.602747,0.539067,0.011558,0.007062,-0.000619,0.810554,0.009755,1,0.2
5380,'2026/07/05 20:07:20:275',53,0.617299,0.539067,0.00991,0.007062,0.000889,0.810554,0.009755,1,0.2
5381,'2026/07/05 20:07:20:394',53,0.633271,0.548331,0.011871,0.007062,0.003492,0.810554,0.009755,1,0.2
5382,'2026/07/05 20:07:20:504',53,0.647824,0.556848,0.011871,0.007062,0.003492,0.810554,0.009755,1,0.2
5383,'2026/07/05 20:07:20:616',53,0.66142,0.569402,0.011871,0.007062,0.007845,0.810554,0.009755,1,0.2
5384,'2026/07/05 20:07:20:724',53,0.673814,0.586029,0.011871,0.007062,0.007845,0.810554,0.009755,1,0.2
5385,'2026/07/05 20:07:20:837',53,0.683789,0.603034,0.011871,0.005326,0.007845,0.810554,0.009755,1,0.2
5386,'2026/07/05 20:07:20:975',53,0.690853,0.624186,0.013844,0.003778,0.010608,0.790388,0.009755,1,0.2
5387,'2026/07/05 20:07:21:057',53,0.695913,0.644669,0.013844,0.002265,0.010608,0.790388,0.009755,1,0.2
5388,'2026/07/05 20:07:21:177',53,0.695913,0.668701,0.013844,0.000405,0.012237,0.790388,0.009755,1,0.2
5389,'2026/07/05 20:07:21:276',53,0.695913,0.691066,0.013844,0.000405,0.012237,0.766233,0.009755,1,0.2
5390,'2026/07/05 20:07:21:391',53,0.695913,0.713826,0.013844,-0.002541,0.012165,0.766233,0.009755,1,0.2
5391,'2026/07/05 20:07:21:492',53,0.691088,0.735352,0.013844,-0.002541,0.010345,0.745091,0.009755,1,0.2
5392,'2026/07/05 20:07:21:602',53,0.678909,0.755181,0.014304,-0.005936,0.010345,0.745091,0.009755,1,0.2
5393,'2026/07/05 20:07:21:720',53,0.667102,0.773221,0.014304,-0.005936,0.00868,0.72403,0.009755,1,0.2
5394,'2026/07/05 20:07:21:818',53,0.65533,0.788719,0.012156,-0.005936,0.00868,0.701331,0.009755,1,0.2
5395,'2026/07/05 20:07:21:906',53,0.642044,0.801802,0.012156,-0.007502,0.006699,0.701331,0.009755,1,0.2
5396,'2026/07/05 20:07:22:018',53,0.627676,0.81276,0.012156,-0.007502,0.00514,0.677675,0.009755,1,0.2
5397,'2026/07/05 20:07:22:124',53,0.613944,0.821049,0.0104,-0.007502,0.00514,0.654788,0.006563,1,0.2
5398,'2026/07/05 20:07:22:232',53,0.597208,0.825188,0.0104,-0.007502,0.002332,0.654788,0.006563,1,0.2
5399,'2026/07/05 20:07:22:342',53,0.581374,0.825188,0.0104,-0.007502,0.000679,0.654788,0.006563,1,0.2
5400,'2026/07/05 20:07:22:457',53,0.563471,0.825188,0.012063,-0.009068,-0.001263,0.634286,0.006563,1,0.2
5401,'2026/07/05 20:07:22:563',53,0.546682,0.822121,0.012063,-0.009068,-0.001263,0.634286,0.006563,1,0.2
5402,'2026/07/05 20:07:22:671',53,0.530909,0.812903,0.010468,-0.009068,-0.004186,0.634286,0.006563,1,0.2
5403,'2026/07/05 20:07:22:819',53,0.516154,0.803928,0.010468,-0.007524,-0.004186,0.634286,0.006563,1,0.2
5404,'2026/07/05 20:07:22:886',53,0.502985,0.793012,0.010468,-0.007524,-0.004186,0.634286,0.006563,1,0.2
5405,'2026/07/05 20:07:23:000',53,0.491257,0.775312,0.013229,-0.005601,-0.008676,0.656647,0.006563,1,0.2
5406,'2026/07/05 20:07:23:098',53,0.481041,0.757156,0.013229,-0.005601,-0.008676,0.656647,0.006563,1,0.2
5407,'2026/07/05 20:07:23:223',53,0.472693,0.736989,0.013229,-0.003832,-0.011154,0.656647,0.009675,1,0.2
5408,'2026/07/05 20:07:23:326',53,0.469426,0.71565,0.013229,-0.003832,-0.011154,0.685643,0.009675,1,0.2
5409,'2026/07/05 20:07:23:437',53,0.464014,0.694418,0.013229,-0.001033,-0.011154,0.712941,0.009675,1,0.2
5410,'2026/07/05 20:07:23:539',53,0.464014,0.673738,0.013229,-0.001033,-0.011154,0.712941,0.009675,1,0.2
5411,'2026/07/05 20:07:23:640',53,0.464014,0.655077,0.011385,0.000663,-0.009498,0.735259,0.009675,1,0.2
5412,'2026/07/05 20:07:23:743',53,0.464014,0.638517,0.011385,0.000663,-0.007917,0.735259,0.009675,1,0.2
5413,'2026/07/05 20:07:23:836',53,0.473131,0.623372,0.011385,0.003622,-0.007917,0.755852,0.009675,1,0.2
5414,'2026/07/05 20:07:23:950',53,0.481433,0.610328,0.011385,0.003622,-0.006216,0.755852,0.009675,1,0.2
5415,'2026/07/05 20:07:24:059',53,0.494032,0.598393,0.011385,0.006327,-0.006216,0.755852,0.009675,1,0.2
5416,'2026/07/05 20:07:24:171',53,0.50687,0.5888,0.011385,0.006327,-0.004564,0.778269,0.009675,1,0.2
5417,'2026/07/05 20:07:24:278',53,0.52142,0.581461,0.011359,0.008171,-0.004564,0.778269,0.009675,1,0.2
5418,'2026/07/05 20:07:24:395',53,0.537165,0.576856,0.011359,0.008171,-0.002528,0.778269,0.009675,1,0.2
5419,'2026/07/05 20:07:24:507',53,0.553655,0.576856,0.011359,0.008171,0.000065,0.778269,0.009675,1,0.2
5420,'2026/07/05 20:07:24:611',53,0.570759,0.576856,0.011359,0.008171,0.000065,0.778269,0.009675,1,0.2
5421,'2026/07/05 20:07:24:728',53,0.586468,0.576856,0.011359,0.008171,0.000065,0.778269,0.009675,1,0.2
5422,'2026/07/05 20:07:24:860',53,0.603957,0.588105,0.011359,0.008171,0.004247,0.778269,0.009675,1,0.2
5423,'2026/07/05 20:07:24:946',53,0.619374,0.596864,0.011359,0.008171,0.004247,0.778269,0.009675,1,0.2
5424,'2026/07/05 20:07:25:066',53,0.634949,0.609458,0.013483,0.008171,0.007759,0.778269,0.009675,1,0.2
5425,'2026/07/05 20:07:25:165',53,0.650039,0.624508,0.013483,0.008171,0.007759,0.778269,0.009675,1,0.2
5426,'2026/07/05 20:07:25:281',53,0.662902,0.639879,0.011537,0.006162,0.007759,0.778269,0.009675,1,0.2
5427,'2026/07/05 20:07:25:398',53,0.673601,0.660894,0.013991,0.006162,0.01051,0.778269,0.009675,1,0.2
5428,'2026/07/05 20:07:25:504',53,0.681735,0.68399,0.013991,0.004544,0.01266,0.778269,0.009675,1,0.2
5429,'2026/07/05 20:07:25:611',53,0.687291,0.708977,0.013991,0.002974,0.01266,0.754512,0.009675,1,0.2
5430,'2026/07/05 20:07:25:721',53,0.690675,0.73311,0.013991,0.001411,0.01266,0.754512,0.009675,1,0.2
5431,'2026/07/05 20:07:25:812',53,0.690675,0.758213,0.015606,-0.000968,0.01266,0.732541,0.009675,1,0.2
5432,'2026/07/05 20:07:25:930',53,0.687517,0.783341,0.015606,-0.000968,0.01266,0.732541,0.009675,1,0.2
5433,'2026/07/05 20:07:26:041',53,0.683382,0.805541,0.013336,-0.000968,0.010776,0.705921,0.009675,1,0.2
5434,'2026/07/05 20:07:26:149',53,0.674462,0.828231,0.013336,-0.004293,0.010776,0.67718,0.009675,1,0.2
5435,'2026/07/05 20:07:26:263',53,0.664521,0.84738,0.013336,-0.004293,0.009208,0.67718,0.009675,1,0.2
5436,'2026/07/05 20:07:26:368',53,0.650891,0.863604,0.013336,-0.006727,0.007526,0.652334,0.009675,1,0.2
5437,'2026/07/05 20:07:26:501',53,0.636886,0.875694,0.013336,-0.006727,0.005528,0.630127,0.009675,1,0.2
5438,'2026/07/05 20:07:26:572',53,0.623018,0.884452,0.01168,-0.006727,0.003997,0.630127,0.009675,1,0.2
5439,'2026/07/05 20:07:26:662',53,0.606677,0.890099,0.01168,-0.006727,0.003997,0.630127,0.009675,1,0.2
5440,'2026/07/05 20:07:26:776',53,0.590999,0.893359,0.01168,-0.006727,0.001948,0.606754,0.009675,1,0.2
5441,'2026/07/05 20:07:26:877',53,0.574183,0.893359,0.01168,-0.00913,-0.001462,0.606754,0.006501,1,0.2
5442,'2026/07/05 20:07:26:994',53,0.556527,0.887639,0.01168,-0.00913,-0.001462,0.606754,0.006501,1,0.2
5443,'2026/07/05 20:07:27:115',53,0.539283,0.878006,0.014425,-0.00913,-0.006246,0.606754,0.006501,1,0.2
5444,'2026/07/05 20:07:27:230',53,0.521889,0.864333,0.014425,-0.00913,-0.006246,0.606754,0.006501,1,0.2
5445,'2026/07/05 20:07:27:333',53,0.506792,0.849588,0.014425,-0.007259,-0.006246,0.606754,0.006501,1,0.2
5446,'2026/07/05 20:07:27:448',53,0.49356,0.828273,0.014425,-0.007259,-0.01027,0.628062,0.009768,1,0.2
5447,'2026/07/05 20:07:27:556',53,0.483126,0.805741,0.014425,-0.005489,-0.01027,0.628062,0.009768,1,0.2
5448,'2026/07/05 20:07:27:654',53,0.47602,0.777669,0.01764,-0.003756,-0.014184,0.652946,0.009768,1,0.2
5449,'2026/07/05 20:07:27:761',53,0.47084,0.751087,0.015736,-0.002232,-0.014184,0.6765,0.009768,1,0.2
5450,'2026/07/05 20:07:27:875',53,0.47084,0.724691,0.015736,0.000906,-0.01262,0.698458,0.009768,1,0.2
5451,'2026/07/05 20:07:27:976',53,0.47084,0.699681,0.015736,0.000906,-0.01262,0.698458,0.009768,1,0.2
5452,'2026/07/05 20:07:28:096',53,0.475914,0.677915,0.013486,0.002463,-0.010539,0.723572,0.009768,1,0.2
5453,'2026/07/05 20:07:28:206',53,0.486831,0.657441,0.013486,0.004182,-0.010539,0.723572,0.009768,1,0.2
5454,'2026/07/05 20:07:28:352',53,0.495745,0.640046,0.013486,0.004182,-0.008308,0.746358,0.009768,1,0.2
5455,'2026/07/05 20:07:28:422',53,0.506408,0.6253,0.011334,0.00619,-0.008308,0.746358,0.009768,1,0.2
5456,'2026/07/05 20:07:28:534',53,0.519093,0.613234,0.011334,0.00619,-0.00637,0.746358,0.009768,1,0.2
5457,'2026/07/05 20:07:28:633',53,0.532156,0.604002,0.011334,0.00619,-0.004225,0.768462,0.009768,1,0.2
5458,'2026/07/05 20:07:28:867',53,0.550062,0.599428,0.012999,0.009065,-0.002595,0.768462,0.009768,1,0.2
5459,'2026/07/05 20:07:28:867',53,0.567031,0.599428,0.012999,0.009065,-0.000894,0.768462,0.009768,1,0.2
5460,'2026/07/05 20:07:28:959',53,0.585229,0.599428,0.013937,0.009065,0.002533,0.768462,0.009768,1,0.2
5461,'2026/07/05 20:07:29:066',53,0.60354,0.604903,0.013937,0.009065,0.002533,0.768462,0.009768,1,0.2
5462,'2026/07/05 20:07:29:175',53,0.621064,0.615046,0.014877,0.009065,0.006713,0.768462,0.009768,1,0.2
5463,'2026/07/05 20:07:29:282',53,0.638152,0.62951,0.014877,0.009065,0.006713,0.768462,0.009768,1,0.2
5464,'2026/07/05 20:07:29:391',53,0.653445,0.644982,0.014877,0.007406,0.006713,0.768462,0.009768,1,0.2
5465,'2026/07/05 20:07:29:508',53,0.667076,0.667617,0.014877,0.007406,0.011265,0.768462,0.009768,1,0.2
5466,'2026/07/05 20:07:29:609',53,0.6777,0.690388,0.014877,0.005864,0.011265,0.768462,0.009768,1,0.2
5467,'2026/07/05 20:07:29:700',53,0.684888,0.713696,0.014877,0.004008,0.011265,0.745551,0.009768,1,0.2
5468,'2026/07/05 20:07:29:813',53,0.684888,0.741525,0.017833,0.000738,0.014411,0.745551,0.013057,1,0.2
5469,'2026/07/05 20:07:29:912',53,0.684888,0.76648,0.016057,-0.001201,0.012766,0.723398,0.013057,1,0.2
5470,'2026/07/05 20:07:30:022',53,0.677419,0.793224,0.016057,-0.003244,0.012766,0.698297,0.013057,1,0.2
5471,'2026/07/05 20:07:30:123',53,0.670129,0.816532,0.014527,-0.003244,0.011215,0.698297,0.01003,1,0.2
5472,'2026/07/05 20:07:30:229',53,0.662246,0.836147,0.012808,-0.003244,0.009373,0.672648,0.01003,1,0.2
5473,'2026/07/05 20:07:30:340',53,0.650845,0.852259,0.012808,-0.005744,0.007511,0.649202,0.01003,1,0.2
5474,'2026/07/05 20:07:30:456',53,0.639551,0.864401,0.012808,-0.005744,0.00564,0.649202,0.01003,1,0.2
5475,'2026/07/05 20:07:30:567',53,0.626256,0.872694,0.011214,-0.007417,0.003371,0.626113,0.01003,1,0.2
5476,'2026/07/05 20:07:30:704',53,0.611799,0.877962,0.011214,-0.007417,0.003371,0.626113,0.01003,1,0.2
5477,'2026/07/05 20:07:30:801',53,0.596557,0.877962,0.011214,-0.007417,-0.000254,0.626113,0.006878,1,0.2
5478,'2026/07/05 20:07:30:905',53,0.580436,0.877962,0.011214,-0.007417,-0.000254,0.626113,0.006878,1,0.2
5479,'2026/07/05 20:07:30:987',53,0.566065,0.874339,0.011214,-0.007417,-0.002067,0.626113,0.006878,1,0.2
5480,'2026/07/05 20:07:31:108',53,0.551562,0.860736,0.013078,-0.007417,-0.005184,0.626113,0.006878,1,0.2
5481,'2026/07/05 20:07:31:210',53,0.538708,0.847463,0.013078,-0.007417,-0.006802,0.626113,0.006878,1,0.2
5482,'2026/07/05 20:07:31:304',53,0.527791,0.829783,0.015119,-0.005679,-0.010378,0.626113,0.006878,1,0.2
5483,'2026/07/05 20:07:31:417',53,0.519002,0.808169,0.015119,-0.004176,-0.010378,0.626113,0.006878,1,0.2
5484,'2026/07/05 20:07:58:347',54,0.354704,0.470279,0.000911,0.000211,-0.002053,0.887847,0.003745,1,0.2
5485,'2026/07/05 20:07:58:453',54,0.354704,0.465563,0.002591,0.000211,-0.002053,0.887847,0.003745,1,0.2
5486,'2026/07/05 20:07:58:569',54,0.354704,0.456686,0.004706,0.000211,-0.004468,0.887847,0.003745,1,0.2
5487,'2026/07/05 20:07:58:676',54,0.351231,0.447389,0.004706,0.000211,-0.004468,0.887847,0.003745,1,0.2
5488,'2026/07/05 20:07:58:784',54,0.347212,0.436589,0.007202,-0.002818,-0.006035,0.887847,0.003745,1,0.2
5489,'2026/07/05 20:07:58:893',54,0.341065,0.425644,0.007202,-0.002818,-0.006035,0.887847,0.003745,1,0.2
5490,'2026/07/05 20:07:58:998',54,0.334333,0.41619,0.007202,-0.002818,-0.004453,0.887847,0.003745,1,0.2
5491,'2026/07/05 20:07:59:111',54,0.325965,0.408694,0.007202,-0.002818,-0.004453,0.887847,0.003745,1,0.2
5492,'2026/07/05 20:07:59:224',54,0.318497,0.402425,0.007202,-0.002818,-0.004453,0.866803,0.003745,1,0.2
5493,'2026/07/05 20:07:59:376',54,0.310484,0.398084,0.005452,-0.002818,-0.002338,0.866803,0.003745,1,0.2
5494,'2026/07/05 20:07:59:427',54,0.302996,0.394753,0.005452,-0.002818,-0.002338,0.866803,0.003745,1,0.2
5495,'2026/07/05 20:07:59:538',54,0.295726,0.394753,0.005452,-0.002818,-0.000724,0.866803,0.003745,1,0.2
5496,'2026/07/05 20:07:59:656',54,0.285949,0.394753,0.005452,-0.004986,-0.000724,0.866803,0.003745,1,0.2
5497,'2026/07/05 20:07:59:764',54,0.276759,0.394753,0.005452,-0.004986,0.000971,0.866803,0.003745,1,0.2
5498,'2026/07/05 20:07:59:883',54,0.266497,0.399779,0.007632,-0.004986,0.002616,0.866803,0.003745,1,0.2
5499,'2026/07/05 20:08:00:093',54,0.255221,0.406372,0.007632,-0.004986,0.002616,0.866803,0.003745,1,0.2
5500,'2026/07/05 20:08:00:093',54,0.24344,0.415779,0.009676,-0.004986,0.005692,0.866803,0.008273,1,0.2
5501,'2026/07/05 20:08:00:193',54,0.231826,0.427199,0.009676,-0.004986,0.005692,0.866803,0.008273,1,0.2
5502,'2026/07/05 20:08:00:292',54,0.221274,0.438469,0.009676,-0.004986,0.005692,0.866803,0.008273,1,0.2
5503,'2026/07/05 20:08:00:406',54,0.210927,0.45123,0.009676,-0.004986,0.007268,0.866803,0.008273,1,0.2
5504,'2026/07/05 20:08:00:514',54,0.20137,0.464833,0.009676,-0.004986,0.007268,0.866803,0.008273,1,0.2
5505,'2026/07/05 20:08:00:621',54,0.197394,0.478795,0.008006,-0.002883,0.007268,0.866803,0.008273,1,0.2
5506,'2026/07/05 20:08:00:734',54,0.192153,0.4932,0.008006,-0.002883,0.007268,0.866803,0.008273,1,0.2
5507,'2026/07/05 20:08:00:842',54,0.188294,0.506083,0.008006,-0.002883,0.007268,0.866803,0.008273,1,0.2
5508,'2026/07/05 20:08:00:954',54,0.188294,0.519048,0.008006,-0.000763,0.007268,0.846348,0.008273,1,0.2
5509,'2026/07/05 20:08:01:049',54,0.188294,0.530906,0.008006,-0.000763,0.007268,0.846348,0.008273,1,0.2
5510,'2026/07/05 20:08:01:159',54,0.188294,0.542756,0.008006,0.00241,0.005569,0.846348,0.008273,1,0.2
5511,'2026/07/05 20:08:01:264',54,0.195132,0.553638,0.008006,0.00241,0.005569,0.846348,0.008273,1,0.2
5512,'2026/07/05 20:08:01:386',54,0.203051,0.563317,0.008006,0.0047,0.005569,0.821568,0.008273,1,0.2
5513,'2026/07/05 20:08:01:497',54,0.212572,0.571766,0.008006,0.0047,0.003925,0.800165,0.008273,1,0.2
5514,'2026/07/05 20:08:01:606',54,0.222179,0.575226,0.008006,0.0047,0.003925,0.779505,0.008273,1,0.2
5515,'2026/07/05 20:08:01:728',54,0.233959,0.580273,0.008006,0.0047,0.002181,0.75121,0.008273,1,0.2
5516,'2026/07/05 20:08:01:807',54,0.245079,0.580273,0.008006,0.0047,0.000524,0.75121,0.008273,1,0.2
5517,'2026/07/05 20:08:01:912',54,0.256006,0.580273,0.008006,0.0047,0.000524,0.726333,0.008273,1,0.2
5518,'2026/07/05 20:08:02:020',54,0.268493,0.580273,0.008006,0.006415,-0.001503,0.726333,0.008273,1,0.2
5519,'2026/07/05 20:08:02:136',54,0.28003,0.573368,0.008006,0.006415,-0.003254,0.726333,0.008273,1,0.2
5520,'2026/07/05 20:08:02:230',54,0.291027,0.561569,0.010799,0.006415,-0.005748,0.726333,0.008273,1,0.2
5521,'2026/07/05 20:08:02:344',54,0.300795,0.548911,0.010799,0.004708,-0.005748,0.726333,0.008273,1,0.2
5522,'2026/07/05 20:08:02:456',54,0.309002,0.532818,0.012575,0.004708,-0.009493,0.726333,0.008273,1,0.2
5523,'2026/07/05 20:08:02:558',54,0.31555,0.514384,0.012575,0.003098,-0.009493,0.751352,0.008273,1,0.2
5524,'2026/07/05 20:08:02:664',54,0.31974,0.493655,0.012575,0.001465,-0.011563,0.751352,0.008273,1,0.2
5525,'2026/07/05 20:08:02:787',54,0.31974,0.471704,0.012575,0.001465,-0.011563,0.774045,0.008273,1,0.2
5526,'2026/07/05 20:08:02:891',54,0.31974,0.45153,0.012575,-0.000091,-0.00989,0.774045,0.008273,1,0.2
5527,'2026/07/05 20:08:03:004',54,0.31427,0.432,0.012575,-0.002809,-0.00989,0.799613,0.008273,1,0.2
5528,'2026/07/05 20:08:03:111',54,0.306601,0.415393,0.012575,-0.002809,-0.007857,0.799613,0.008273,1,0.2
5529,'2026/07/05 20:08:03:223',54,0.29629,0.401949,0.012575,-0.006068,-0.006101,0.820297,0.008273,1,0.2
5530,'2026/07/05 20:08:03:329',54,0.284821,0.391505,0.010812,-0.006068,-0.006101,0.820297,0.008273,1,0.2
5531,'2026/07/05 20:08:03:449',54,0.272981,0.384166,0.010812,-0.006068,-0.004108,0.820297,0.008273,1,0.2
5532,'2026/07/05 20:08:03:540',54,0.260762,0.379558,0.010812,-0.006068,-0.001998,0.820297,0.008273,1,0.2
5533,'2026/07/05 20:08:03:650',54,0.249307,0.379558,0.008854,-0.006068,-0.001998,0.820297,0.008273,1,0.2
5534,'2026/07/05 20:08:03:745',54,0.237212,0.376509,0.008854,-0.006068,0.000585,0.820297,0.008273,1,0.2
5535,'2026/07/05 20:08:03:857',54,0.22456,0.376509,0.008854,-0.006068,0.000585,0.841323,0.008273,1,0.2
5536,'2026/07/05 20:08:03:979',54,0.21312,0.380367,0.008854,-0.006068,0.000585,0.841323,0.008273,1,0.2
5537,'2026/07/05 20:08:04:084',54,0.201702,0.384606,0.008854,-0.006068,0.002899,0.841323,0.008273,1,0.2
5538,'2026/07/05 20:08:04:191',54,0.191243,0.393662,0.008854,-0.006068,0.002899,0.841323,0.008273,1,0.2
5539,'2026/07/05 20:08:04:307',54,0.180791,0.40358,0.008854,-0.006068,0.004997,0.841323,0.008273,1,0.2
5540,'2026/07/05 20:08:04:417',54,0.17233,0.413719,0.008854,-0.004462,0.004997,0.841323,0.008273,1,0.2
5541,'2026/07/05 20:08:04:606',54,0.165651,0.425619,0.008854,-0.004462,0.006776,0.841323,0.008273,1,0.2
5542,'2026/07/05 20:08:04:646',54,0.160701,0.43875,0.008854,-0.002689,0.006776,0.841323,0.008273,1,0.2
5543,'2026/07/05 20:08:04:754',54,0.160701,0.452337,0.008854,-0.000993,0.006776,0.841323,0.008273,1,0.2
5544,'2026/07/05 20:08:04:862',54,0.157226,0.465781,0.008854,-0.000993,0.006776,0.841323,0.008273,1,0.2
5545,'2026/07/05 20:08:04:967',54,0.157226,0.478426,0.008854,-0.000993,0.006776,0.841323,0.008273,1,0.2
5546,'2026/07/05 20:08:05:074',54,0.157226,0.492449,0.008854,0.001291,0.006776,0.841323,0.008273,1,0.2
5547,'2026/07/05 20:08:05:176',54,0.161904,0.504904,0.008854,0.001291,0.006776,0.841323,0.008273,1,0.2
5548,'2026/07/05 20:08:05:272',54,0.166356,0.515678,0.007345,0.001291,0.005207,0.841323,0.008273,1,0.2
5549,'2026/07/05 20:08:05:384',54,0.178136,0.526814,0.008945,0.004375,0.005207,0.841323,0.008273,1,0.2
5550,'2026/07/05 20:08:05:494',54,0.188106,0.536032,0.008945,0.004375,0.005207,0.820059,0.008273,1,0.2
5551,'2026/07/05 20:08:05:615',54,0.200847,0.543951,0.008945,0.006386,0.005207,0.797773,0.008273,1,0.2
5552,'2026/07/05 20:08:05:725',54,0.213133,0.550556,0.008945,0.006386,0.003485,0.797773,0.008273,1,0.2
5553,'2026/07/05 20:08:05:836',54,0.227495,0.553911,0.008945,0.006386,0.00129,0.777493,0.008273,1,0.2
5554,'2026/07/05 20:08:05:941',54,0.240723,0.553911,0.008945,0.006386,0.00129,0.777493,0.008273,1,0.2
5555,'2026/07/05 20:08:06:043',54,0.25296,0.553911,0.008945,0.006386,-0.000706,0.777493,0.008273,1,0.2
5556,'2026/07/05 20:08:06:153',54,0.266766,0.550055,0.008945,0.006386,-0.000706,0.777493,0.008273,1,0.2
5557,'2026/07/05 20:08:06:264',54,0.279461,0.545234,0.008945,0.006386,-0.00231,0.777493,0.008273,1,0.2
5558,'2026/07/05 20:08:06:377',54,0.292478,0.536302,0.008945,0.006386,-0.004347,0.777493,0.008273,1,0.2
5559,'2026/07/05 20:08:06:464',54,0.303657,0.526278,0.008945,0.006386,-0.004347,0.777493,0.008273,1,0.2
5560,'2026/07/05 20:08:06:571',54,0.312927,0.515272,0.008945,0.004397,-0.004347,0.777493,0.008273,1,0.2
5561,'2026/07/05 20:08:06:680',54,0.316473,0.49956,0.011077,0.004397,-0.007996,0.777493,0.008273,1,0.2
5562,'2026/07/05 20:08:06:786',54,0.321941,0.484672,0.011077,0.002476,-0.007996,0.777493,0.008273,1,0.2
5563,'2026/07/05 20:08:06:896',54,0.325333,0.468874,0.009479,-0.000086,-0.007996,0.79992,0.008273,1,0.2
5564,'2026/07/05 20:08:06:998',54,0.325333,0.453015,0.009479,-0.000086,-0.007996,0.79992,0.008273,1,0.2
5565,'2026/07/05 20:08:07:118',54,0.319166,0.438117,0.009479,-0.00313,-0.007996,0.79992,0.008273,1,0.2
5566,'2026/07/05 20:08:07:360',54,0.312007,0.424715,0.009479,-0.00313,-0.006425,0.79992,0.008273,1,0.2
5567,'2026/07/05 20:08:07:360',54,0.302604,0.413834,0.009479,-0.005645,-0.006425,0.820652,0.008273,1,0.2
5568,'2026/07/05 20:08:07:435',54,0.291518,0.405597,0.009479,-0.005645,-0.00442,0.820652,0.008273,1,0.2
5569,'2026/07/05 20:08:07:532',54,0.280626,0.40219,0.009479,-0.005645,-0.002893,0.820652,0.008273,1,0.2
5570,'2026/07/05 20:08:07:636',54,0.270488,0.396728,0.007918,-0.005645,-0.002893,0.820652,0.008273,1,0.2
5571,'2026/07/05 20:08:07:740',54,0.259423,0.396728,0.007918,-0.005645,-0.000379,0.820652,0.008273,1,0.2
