@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute features-7 numeric
@attribute state {0,1,2,3,4}
@attribute intensity numeric

@data
10780,'2026/07/05 20:27:18:568',92,0.276363,0.733019,0.021141,-0.009836,-0.001439,1.358671,0.031229,2,0.5
10781,'2026/07/05 20:27:18:674',92,0.261591,0.733019,0.019456,-0.005964,0.000462,1.358671,0.026225,2,0.5
10782,'2026/07/05 20:27:18:797',92,0.258048,0.733019,0.019456,-0.001731,0.000462,1.358671,0.026225,2,0.5
10783,'2026/07/05 20:27:18:904',92,0.263204,0.737139,0.024193,0.006546,0.002291,1.426656,0.03567,2,0.5
10784,'2026/07/05 20:27:19:017',92,0.280656,0.737139,0.024193,0.008522,-0.000056,1.484948,0.03567,2,0.5
10785,'2026/07/05 20:27:19:111',92,0.29825,0.737139,0.022262,0.008522,-0.000056,1.507984,0.031926,2,0.5
10786,'2026/07/05 20:27:19:219',92,0.311864,0.737139,0.019177,0.005425,-0.000056,1.545397,0.031926,2,0.5
10787,'2026/07/05 20:27:19:329',92,0.315588,0.733701,0.019177,0.001598,-0.000056,1.571897,0.028912,2,0.5
10788,'2026/07/05 20:27:19:441',92,0.309993,0.733701,0.02355,-0.007309,-0.000056,1.499163,0.033338,2,0.5
10789,'2026/07/05 20:27:19:554',92,0.292129,0.729344,0.02355,-0.009251,-0.002108,1.436419,0.033338,2,0.5
10790,'2026/07/05 20:27:19:666',92,0.274016,0.720638,0.021579,-0.009251,-0.002108,1.380206,0.029449,2,0.5
10791,'2026/07/05 20:27:19:783',92,0.259666,0.715895,0.018344,-0.006215,-0.002108,1.359297,0.024828,2,0.5
10792,'2026/07/05 20:27:19:883',92,0.255044,0.715895,0.018344,-0.002431,-0.002108,1.359297,0.024828,2,0.5
10793,'2026/07/05 20:27:20:000',92,0.256633,0.71281,0.02128,0.00533,-0.000377,1.386343,0.030648,2,0.5
10794,'2026/07/05 20:27:20:104',92,0.272905,0.71281,0.02128,0.007715,-0.000377,1.449798,0.030648,2,0.5
10795,'2026/07/05 20:27:20:213',92,0.291904,0.704617,0.02128,0.010046,-0.003604,1.476434,0.030648,2,0.5
10796,'2026/07/05 20:27:20:331',92,0.308499,0.700662,0.019021,0.007577,-0.001654,1.510348,0.030648,2,0.5
10797,'2026/07/05 20:27:20:438',92,0.318677,0.700662,0.017418,0.005786,-0.001654,1.541589,0.027016,2,0.5
10798,'2026/07/05 20:27:20:543',92,0.313478,0.700662,0.021628,-0.001947,0.000332,1.48585,0.031801,2,0.5
10799,'2026/07/05 20:27:20:648',92,0.305676,0.700662,0.01981,-0.003793,0.000332,1.424129,0.028477,2,0.5
10800,'2026/07/05 20:27:20:760',92,0.293177,0.692719,0.01981,-0.007732,-0.003314,1.369191,0.028477,2,0.5
10801,'2026/07/05 20:27:20:879',92,0.279612,0.689225,0.017072,-0.007732,-0.003314,1.322939,0.025449,2,0.5
10802,'2026/07/05 20:27:20:988',92,0.274244,0.684286,0.019592,-0.000898,0.001104,1.322939,0.026231,2,0.5
10803,'2026/07/05 20:27:21:076',92,0.2774,0.687454,0.019592,0.00298,0.003002,1.353478,0.026231,2,0.5
10804,'2026/07/05 20:27:21:191',92,0.288146,0.692993,0.019592,0.004668,0.003002,1.408974,0.026231,2,0.5
10805,'2026/07/05 20:27:21:301',92,0.308382,0.692993,0.023258,0.010198,-0.000286,1.457533,0.034567,2,0.5
10806,'2026/07/05 20:27:21:407',92,0.326754,0.692993,0.018341,0.010198,-0.000286,1.493852,0.027487,2,0.5
10807,'2026/07/05 20:27:21:520',92,0.334078,0.692993,0.018341,0.002564,-0.000286,1.493852,0.027487,2,0.5
10808,'2026/07/05 20:27:21:637',92,0.338115,0.696108,0.018341,0.000303,0.001447,1.46442,0.027487,2,0.5
10809,'2026/07/05 20:27:21:739',92,0.330752,0.696108,0.020872,-0.006057,0.001447,1.404464,0.027487,2,0.5
10810,'2026/07/05 20:27:21:841',92,0.316076,0.696108,0.020872,-0.006057,-0.000903,1.348166,0.027487,2,0.5
10811,'2026/07/05 20:27:21:955',92,0.301979,0.691412,0.018727,-0.006057,-0.000903,1.302261,0.022794,2,0.5
10812,'2026/07/05 20:27:22:146',92,0.298169,0.691412,0.018727,-0.001859,0.000983,1.278763,0.022794,2,0.5
10813,'2026/07/05 20:27:22:163',92,0.298169,0.69523,0.018727,0.000774,0.000983,1.299124,0.022794,2,0.5
10814,'2026/07/05 20:27:22:281',92,0.310512,0.69833,0.021968,0.008132,0.000983,1.341972,0.030064,2,0.5
10815,'2026/07/05 20:27:22:397',92,0.326808,0.69833,0.01941,0.008132,0.000983,1.390321,0.026933,2,0.5
10816,'2026/07/05 20:27:22:494',92,0.342525,0.69833,0.017024,0.008132,-0.000569,1.421672,0.023848,2,0.5
10817,'2026/07/05 20:27:22:612',92,0.351133,0.69833,0.017024,0.004858,0.001,1.421672,0.023848,2,0.5
10818,'2026/07/05 20:27:22:722',92,0.354248,0.702381,0.017024,0.000641,0.001,1.421672,0.023848,2,0.5
10819,'2026/07/05 20:27:22:836',92,0.341793,0.705682,0.020545,-0.00714,0.000796,1.369273,0.027294,2,0.5
10820,'2026/07/05 20:27:22:943',92,0.327216,0.705682,0.020545,-0.00714,0.000796,1.326914,0.027294,2,0.5
10821,'2026/07/05 20:27:23:045',92,0.311508,0.701907,0.018576,-0.00714,-0.001184,1.290059,0.023765,2,0.5
10822,'2026/07/05 20:27:23:141',92,0.299363,0.701907,0.016894,-0.005521,0.000371,1.269453,0.023765,2,0.5
10823,'2026/07/05 20:27:23:256',92,0.295913,0.705185,0.016894,-0.000494,0.000371,1.269453,0.023765,2,0.5
10824,'2026/07/05 20:27:23:382',92,0.310059,0.70919,0.022585,0.008109,0.001996,1.33531,0.030501,2,0.5
10825,'2026/07/05 20:27:23:462',92,0.327371,0.71221,0.020844,0.008109,0.001996,1.397392,0.030501,2,0.5
10826,'2026/07/05 20:27:23:583',92,0.344393,0.71221,0.018165,0.008109,0.001996,1.44129,0.026006,2,0.5
10827,'2026/07/05 20:27:23:684',92,0.358227,0.71221,0.018165,0.006378,-0.000639,1.476083,0.026006,2,0.5
10828,'2026/07/05 20:27:23:796',92,0.367561,0.715649,0.01585,0.003992,0.000912,1.506391,0.022328,2,0.5
10829,'2026/07/05 20:27:23:894',92,0.367561,0.72306,0.018881,-0.000766,0.00374,1.506391,0.027865,2,0.5
10830,'2026/07/05 20:27:23:997',92,0.357665,0.72643,0.017202,-0.003209,0.00374,1.483053,0.027865,2,0.5
10831,'2026/07/05 20:27:24:113',92,0.345298,0.731294,0.020326,-0.007975,-0.001848,1.417558,0.028018,2,0.5
10832,'2026/07/05 20:27:24:219',92,0.327923,0.723406,0.020326,-0.007975,-0.001848,1.387871,0.028018,2,0.5
10833,'2026/07/05 20:27:24:322',92,0.312142,0.716906,0.01792,-0.007975,-0.003399,1.3634,0.024335,2,0.5
10834,'2026/07/05 20:27:24:425',92,0.299972,0.716906,0.016542,-0.005016,0.000354,1.340358,0.020215,2,0.5
10835,'2026/07/05 20:27:24:536',92,0.295674,0.716906,0.016542,-0.002613,0.000354,1.340358,0.020215,2,0.5
10836,'2026/07/05 20:27:24:635',92,0.292235,0.716906,0.016542,0.000794,0.002005,1.385631,0.020215,2,0.5
10837,'2026/07/05 20:27:24:750',92,0.306237,0.719985,0.020037,0.006626,0.000121,1.434393,0.02928,2,0.5
10838,'2026/07/05 20:27:29:661',93,0.458899,0.847965,0.017132,0.000838,0.002314,1.428808,0.024284,2,0.5
10839,'2026/07/05 20:27:29:767',93,0.470112,0.847965,0.019107,0.005695,0.000548,1.491844,0.028351,2,0.5
10840,'2026/07/05 20:27:29:868',93,0.479038,0.851117,0.015883,0.004138,0.000548,1.525461,0.023646,2,0.5
10841,'2026/07/05 20:27:29:967',93,0.484109,0.851117,0.014266,0.002053,0.000548,1.525461,0.020286,2,0.5
10842,'2026/07/05 20:27:30:070',93,0.480618,0.856309,0.014266,-0.001246,0.002816,1.476584,0.020286,2,0.5
10843,'2026/07/05 20:27:30:182',93,0.473762,0.861018,0.014266,-0.002991,0.002816,1.424779,0.020286,2,0.5
10844,'2026/07/05 20:27:30:288',93,0.460993,0.864434,0.016418,-0.007736,0.000424,1.3788,0.020286,2,0.5
10845,'2026/07/05 20:27:30:400',93,0.448065,0.864434,0.014776,-0.005919,0.000424,1.342005,0.020286,2,0.5
10846,'2026/07/05 20:27:30:517',93,0.44363,0.870283,0.017677,0.001159,0.003042,1.342005,0.023743,2,0.5
10847,'2026/07/05 20:27:30:624',93,0.451628,0.875184,0.017677,0.002913,0.003042,1.369617,0.023743,2,0.5
10848,'2026/07/05 20:27:30:736',93,0.461879,0.875184,0.017677,0.004868,0.000626,1.40323,0.023743,2,0.5
10849,'2026/07/05 20:27:30:838',93,0.477237,0.875184,0.017677,0.007688,-0.001381,1.424902,0.023743,2,0.5
10850,'2026/07/05 20:27:30:963',93,0.489863,0.875184,0.015738,0.005766,-0.001381,1.45318,0.023743,2,0.5
10851,'2026/07/05 20:27:31:077',93,0.494606,0.875184,0.015546,0.001125,0.00022,1.473863,0.020033,2,0.5
10852,'2026/07/05 20:27:31:183',93,0.494606,0.875184,0.015546,-0.00046,0.00022,1.447632,0.020033,2,0.5
10853,'2026/07/05 20:27:31:295',93,0.488739,0.875184,0.017,-0.0057,0.00022,1.405548,0.023114,2,0.5
10854,'2026/07/05 20:27:31:399',93,0.47679,0.875184,0.015241,-0.0057,0.00022,1.360234,0.023114,2,0.5
10855,'2026/07/05 20:27:31:508',93,0.466569,0.875184,0.013717,-0.0057,0.00022,1.339992,0.018396,2,0.5
10856,'2026/07/05 20:27:31:614',93,0.463142,0.875184,0.013717,-0.002374,0.00022,1.339992,0.018396,2,0.5
10857,'2026/07/05 20:27:31:787',93,0.463142,0.875184,0.011928,-0.000358,0.00022,1.364597,0.018396,2,0.5
10858,'2026/07/05 20:27:31:832',93,0.471519,0.875184,0.014375,0.004027,0.00022,1.387555,0.018396,2,0.5
10859,'2026/07/05 20:27:31:928',93,0.47965,0.875184,0.012694,0.004027,-0.001402,1.418523,0.018396,2,0.5
10860,'2026/07/05 20:27:32:027',93,0.483139,0.871096,0.010282,0.004027,-0.001402,1.442113,0.014736,2,0.5
10861,'2026/07/05 20:27:32:136',93,0.483139,0.871096,0.011858,-0.000607,0.000255,1.442113,0.014736,2,0.5
10862,'2026/07/05 20:27:32:259',93,0.479411,0.871096,0.011858,-0.002775,0.000255,1.442113,0.014736,2,0.5
10863,'2026/07/05 20:27:32:366',93,0.466709,0.871096,0.013674,-0.006146,0.000255,1.38376,0.018526,2,0.5
10864,'2026/07/05 20:27:32:491',93,0.454081,0.871096,0.013674,-0.006146,0.000255,1.334526,0.018526,2,0.5
10865,'2026/07/05 20:27:32:593',93,0.443298,0.871096,0.011642,-0.006146,0.000255,1.312909,0.015193,2,0.5
10866,'2026/07/05 20:27:32:696',93,0.439634,0.871096,0.011642,-0.001829,0.000255,1.312909,0.015193,2,0.5
10867,'2026/07/05 20:27:32:777',93,0.439634,0.871096,0.011642,0.000927,0.000255,1.338115,0.015193,2,0.5
10868,'2026/07/05 20:27:32:883',93,0.449957,0.871096,0.015371,0.005816,0.000255,1.361318,0.021768,2,0.5
10869,'2026/07/05 20:27:32:990',93,0.460752,0.871096,0.0132,0.005816,0.000255,1.394477,0.017575,2,0.5
10870,'2026/07/05 20:27:33:105',93,0.469526,0.867999,0.011084,0.004245,0.000255,1.421593,0.014236,2,0.5
10871,'2026/07/05 20:27:33:180',93,0.472987,0.867999,0.011704,-0.000121,0.000255,1.421593,0.014236,2,0.5
10872,'2026/07/05 20:27:33:287',93,0.472987,0.867999,0.011704,-0.001719,0.000255,1.397069,0.014236,2,0.5
10873,'2026/07/05 20:27:33:414',93,0.463954,0.867999,0.011704,-0.003636,0.000255,1.355568,0.014236,2,0.5
10874,'2026/07/05 20:27:33:515',93,0.449907,0.867999,0.013882,-0.006893,0.000255,1.309333,0.017772,2,0.5
10875,'2026/07/05 20:27:33:599',93,0.437196,0.867999,0.011414,-0.006893,0.000255,1.271417,0.014393,2,0.5
10876,'2026/07/05 20:27:33:721',93,0.432137,0.867999,0.013167,-0.001163,0.000255,1.271417,0.014393,2,0.5
10877,'2026/07/05 20:27:33:820',93,0.432137,0.867999,0.013167,0.000372,0.000255,1.271417,0.014393,2,0.5
10878,'2026/07/05 20:27:33:938',93,0.440284,0.867999,0.013167,0.003081,0.000255,1.30139,0.017713,2,0.5
10879,'2026/07/05 20:27:34:044',93,0.453445,0.867999,0.015473,0.006987,0.000255,1.366192,0.021337,2,0.5
10880,'2026/07/05 20:27:34:148',93,0.463529,0.867999,0.012901,0.005006,0.000255,1.386279,0.017854,2,0.5
10881,'2026/07/05 20:27:34:263',93,0.467532,0.867999,0.011022,0.001352,0.000255,1.420702,0.017854,2,0.5
10882,'2026/07/05 20:27:34:371',93,0.467532,0.867999,0.011022,-0.000616,0.000255,1.39514,0.017854,2,0.5
10883,'2026/07/05 20:27:34:479',93,0.461731,0.867999,0.014516,-0.005596,0.000255,1.358134,0.017854,2,0.5
10884,'2026/07/05 20:27:34:653',93,0.448631,0.867999,0.014516,-0.005596,0.000255,1.316973,0.017854,2,0.5
10885,'2026/07/05 20:27:34:694',93,0.436738,0.867999,0.012781,-0.005596,0.000255,1.281536,0.014769,2,0.5
10886,'2026/07/05 20:27:34:797',93,0.432318,0.867999,0.013269,-0.000606,0.000255,1.281536,0.014769,2,0.5
10887,'2026/07/05 20:27:34:889',93,0.432318,0.867999,0.013269,0.00118,0.000255,1.281536,0.014769,2,0.5
10888,'2026/07/05 20:27:34:991',93,0.442732,0.867999,0.013269,0.003388,0.000255,1.304699,0.017782,2,0.5
10889,'2026/07/05 20:27:35:102',93,0.455314,0.867999,0.014964,0.007496,0.000255,1.359837,0.017782,2,0.5
10890,'2026/07/05 20:27:35:213',93,0.468781,0.867999,0.012639,0.007496,0.000255,1.396354,0.017782,2,0.5
10891,'2026/07/05 20:27:35:319',93,0.477974,0.867999,0.012639,0.003155,0.000255,1.416583,0.017782,2,0.5
10892,'2026/07/05 20:27:35:428',93,0.481104,0.871681,0.012639,0.000953,0.000255,1.416583,0.017782,2,0.5
10893,'2026/07/05 20:27:35:541',93,0.481104,0.871681,0.012639,-0.001474,0.000255,1.416583,0.017782,2,0.5
10894,'2026/07/05 20:27:35:643',93,0.465885,0.871681,0.015776,-0.006318,0.000255,1.373786,0.017782,2,0.5
10895,'2026/07/05 20:27:35:749',93,0.452557,0.874724,0.01371,-0.006318,0.000255,1.334192,0.017782,2,0.5
10896,'2026/07/05 20:27:35:979',93,0.443011,0.874724,0.01371,-0.003453,0.000255,1.29896,0.017782,2,0.5
10897,'2026/07/05 20:27:35:979',93,0.443011,0.874724,0.01371,-0.000066,0.000255,1.29896,0.017782,2,0.5
10898,'2026/07/05 20:27:36:068',93,0.447202,0.874724,0.01606,0.005058,0.000255,1.352153,0.022328,2,0.5
10899,'2026/07/05 20:27:36:191',93,0.45846,0.874724,0.01606,0.005058,-0.001299,1.400666,0.022328,2,0.5
10900,'2026/07/05 20:27:36:298',93,0.470743,0.871303,0.014161,0.005058,-0.001299,1.421685,0.022328,2,0.5
10901,'2026/07/05 20:27:36:391',93,0.478404,0.871303,0.014161,0.003261,-0.001299,1.44855,0.019297,2,0.5
10902,'2026/07/05 20:27:36:501',93,0.478404,0.871303,0.014161,0.000644,0.000291,1.426144,0.019297,2,0.5
10903,'2026/07/05 20:27:36:608',93,0.478404,0.871303,0.014161,-0.001831,0.000291,1.384131,0.019297,2,0.5
10904,'2026/07/05 20:27:36:730',93,0.464829,0.871303,0.016561,-0.006241,0.000291,1.359533,0.019297,2,0.5
10905,'2026/07/05 20:27:36:832',93,0.450604,0.871303,0.014133,-0.006241,0.000291,1.321768,0.019297,2,0.5
10906,'2026/07/05 20:27:36:937',93,0.441437,0.871303,0.014133,-0.004092,0.000291,1.297087,0.019297,2,0.5
10907,'2026/07/05 20:27:37:048',93,0.436951,0.871303,0.012469,-0.001579,0.000291,1.318302,0.016264,2,0.5
10908,'2026/07/05 20:27:37:159',93,0.441412,0.871303,0.016005,0.004596,0.000291,1.364003,0.022693,2,0.5
10909,'2026/07/05 20:27:37:265',93,0.451489,0.871303,0.014333,0.004596,0.000291,1.415244,0.022693,2,0.5
10910,'2026/07/05 20:27:37:371',93,0.461278,0.871303,0.012057,0.004596,0.000291,1.450534,0.019357,2,0.5
10911,'2026/07/05 20:27:37:472',93,0.468651,0.871303,0.010241,0.004596,0.000291,1.450534,0.015679,2,0.5
10912,'2026/07/05 20:27:37:572',93,0.47251,0.871303,0.010241,0.00244,0.000291,1.450534,0.015679,2,0.5
10913,'2026/07/05 20:27:37:677',93,0.468352,0.871303,0.013666,-0.00438,0.002275,1.403653,0.015679,2,0.5
10914,'2026/07/05 20:27:37:819',93,0.457112,0.875605,0.013666,-0.00438,0.002275,1.360615,0.015679,2,0.5
10915,'2026/07/05 20:27:37:880',93,0.445747,0.879285,0.011376,-0.00438,0.002275,1.322479,0.015679,2,0.5
10916,'2026/07/05 20:27:37:992',93,0.440658,0.879285,0.011376,-0.002489,0.000451,1.299835,0.015679,2,0.5
10917,'2026/07/05 20:27:38:104',93,0.437325,0.879285,0.011376,-0.000898,0.000451,1.299835,0.015679,2,0.5
10918,'2026/07/05 20:27:38:335',93,0.441858,0.879285,0.011376,0.001525,0.000451,1.321024,0.015679,2,0.5
10919,'2026/07/05 20:27:38:335',93,0.454538,0.879285,0.014816,0.00629,0.000451,1.351637,0.020403,2,0.5
10920,'2026/07/05 20:27:38:430',93,0.466591,0.879285,0.013088,0.00629,0.000451,1.390443,0.016394,2,0.5
10921,'2026/07/05 20:27:38:537',93,0.470329,0.879285,0.013088,0.00376,0.000451,1.414417,0.016394,2,0.5
10922,'2026/07/05 20:27:38:644',93,0.474059,0.879285,0.011313,-0.000246,0.000451,1.414417,0.016394,2,0.5
10923,'2026/07/05 20:27:38:753',93,0.46645,0.879285,0.015482,-0.005814,0.002135,1.392769,0.020635,2,0.5
10924,'2026/07/05 20:27:38:873',93,0.45339,0.879285,0.015482,-0.005814,0.002135,1.349568,0.020635,2,0.5
10925,'2026/07/05 20:27:38:976',93,0.442988,0.882641,0.013517,-0.004296,0.000472,1.315851,0.017295,2,0.5
10926,'2026/07/05 20:27:39:082',93,0.438857,0.882641,0.013517,-0.001175,0.000472,1.315851,0.017295,2,0.5
10927,'2026/07/05 20:27:39:166',93,0.438857,0.886423,0.013517,0.001571,0.000472,1.315851,0.017295,2,0.5
10928,'2026/07/05 20:27:39:284',93,0.450058,0.886423,0.016205,0.006708,0.000472,1.365647,0.022595,2,0.5
10929,'2026/07/05 20:27:39:395',93,0.463142,0.886423,0.013737,0.006708,0.000472,1.399053,0.01925,2,0.5
10930,'2026/07/05 20:27:39:509',93,0.473931,0.886423,0.011127,0.004886,0.000472,1.425956,0.015592,2,0.5
10931,'2026/07/05 20:27:39:618',93,0.478732,0.886423,0.011127,0.003008,0.000472,1.425956,0.015592,2,0.5
10932,'2026/07/05 20:27:39:726',93,0.478732,0.886423,0.011127,-0.001075,0.000472,1.425956,0.015592,2,0.5
10933,'2026/07/05 20:27:39:833',93,0.468644,0.886423,0.01536,-0.00666,0.000472,1.372176,0.020137,2,0.5
10934,'2026/07/05 20:27:39:970',93,0.453979,0.886423,0.01536,-0.00666,-0.001077,1.327536,0.020137,2,0.5
10935,'2026/07/05 20:27:40:054',93,0.443688,0.886423,0.01331,-0.003652,-0.001077,1.306497,0.017105,2,0.5
10936,'2026/07/05 20:27:40:164',93,0.443688,0.882522,0.01331,-0.00203,-0.001077,1.285762,0.017105,2,0.5
10937,'2026/07/05 20:27:40:275',93,0.443688,0.878929,0.015039,0.003121,-0.001077,1.285762,0.017105,2,0.5
10938,'2026/07/05 20:27:40:383',93,0.461515,0.874512,0.018385,0.00765,-0.002986,1.345727,0.024738,2,0.5
10939,'2026/07/05 20:27:40:486',93,0.477365,0.868569,0.015966,0.00765,-0.002986,1.377797,0.024738,2,0.5
10940,'2026/07/05 20:27:40:593',93,0.488896,0.863376,0.014136,0.005194,-0.002986,1.377797,0.020878,2,0.5
10941,'2026/07/05 20:27:40:695',93,0.492474,0.859198,0.014136,0.003586,-0.00141,1.377797,0.020878,2,0.5
10942,'2026/07/05 20:27:40:796',93,0.495908,0.855986,0.014136,-0.000527,-0.00141,1.352804,0.020878,2,0.5
10943,'2026/07/05 20:27:40:912',93,0.483251,0.855986,0.016467,-0.007282,0.000349,1.328888,0.020878,2,0.5
10944,'2026/07/05 20:27:41:025',93,0.468757,0.855986,0.016467,-0.007282,0.000349,1.289605,0.020878,2,0.5
10945,'2026/07/05 20:27:41:130',93,0.462391,0.855986,0.015669,-0.002905,0.000349,1.254761,0.017591,2,0.5
10946,'2026/07/05 20:27:41:235',93,0.457921,0.852197,0.015669,0.000101,-0.001295,1.288725,0.017591,2,0.5
10947,'2026/07/05 20:27:41:336',93,0.463214,0.852197,0.015669,0.003373,-0.001295,1.335643,0.020928,2,0.5
10948,'2026/07/05 20:27:41:426',93,0.477619,0.847464,0.018473,0.007289,-0.00299,1.382713,0.025805,2,0.5
10949,'2026/07/05 20:27:41:549',93,0.490722,0.84165,0.014862,0.007289,-0.00299,1.415833,0.020996,2,0.5
10950,'2026/07/05 20:27:41:646',93,0.496209,0.836495,0.014862,0.001371,-0.000734,1.415833,0.020996,2,0.5
10951,'2026/07/05 20:27:41:758',93,0.496209,0.833158,0.014862,-0.000188,-0.000734,1.393434,0.020996,2,0.5
10952,'2026/07/05 20:27:41:869',93,0.490075,0.833158,0.014862,-0.002443,-0.000734,1.365587,0.020996,2,0.5
10953,'2026/07/05 20:27:42:012',93,0.480313,0.829237,0.014862,-0.00503,-0.000734,1.341881,0.020996,2,0.5
10954,'2026/07/05 20:27:42:068',93,0.476342,0.829237,0.013219,-0.002941,-0.000734,1.341881,0.017671,2,0.5
10955,'2026/07/05 20:27:42:183',93,0.47178,0.82546,0.013219,-0.000588,-0.000734,1.367794,0.017671,2,0.5
10956,'2026/07/05 20:27:42:289',93,0.48071,0.82546,0.015875,0.004461,-0.000734,1.430279,0.023237,2,0.5
10957,'2026/07/05 20:27:42:399',93,0.491102,0.82546,0.013858,0.004461,0.001067,1.481064,0.023237,2,0.5
10958,'2026/07/05 20:27:42:503',93,0.500996,0.828974,0.013858,0.004461,0.001067,1.509997,0.02017,2,0.5
10959,'2026/07/05 20:27:42:600',93,0.504146,0.828974,0.01218,0.001947,0.001067,1.509997,0.02017,2,0.5
10960,'2026/07/05 20:27:42:714',93,0.504146,0.828974,0.01218,0.000033,0.001067,1.486763,0.02017,2,0.5
10961,'2026/07/05 20:27:42:941',93,0.495784,0.828974,0.014981,-0.006588,0.001067,1.428786,0.02017,2,0.5
10962,'2026/07/05 20:27:42:941',93,0.482017,0.832141,0.014981,-0.006588,0.001067,1.37678,0.02017,2,0.5
10963,'2026/07/05 20:27:43:050',93,0.473741,0.832141,0.014981,-0.004856,0.001067,1.37678,0.02017,2,0.5
10964,'2026/07/05 20:27:43:135',93,0.473741,0.832141,0.013309,-0.00208,0.001067,1.37678,0.02017,2,0.5
10965,'2026/07/05 20:27:43:253',93,0.476766,0.832141,0.016832,0.005216,0.001067,1.420964,0.024308,2,0.5
10966,'2026/07/05 20:27:43:367',93,0.486684,0.835598,0.014236,0.005216,0.001067,1.445,0.02069,2,0.5
10967,'2026/07/05 20:27:43:480',93,0.495011,0.835598,0.011531,0.003692,0.001067,1.481849,0.016759,2,0.5
10968,'2026/07/05 20:27:43:585',93,0.495011,0.838875,0.011531,0.001246,0.001067,1.481849,0.016759,2,0.5
10969,'2026/07/05 20:27:43:702',93,0.495011,0.838875,0.011531,-0.001382,0.001067,1.460311,0.016759,2,0.5
10970,'2026/07/05 20:27:43:807',93,0.483725,0.843279,0.014795,-0.005348,0.001067,1.406461,0.02015,2,0.5
10971,'2026/07/05 20:27:43:908',93,0.470984,0.847605,0.014795,-0.005348,0.001067,1.358611,0.02015,2,0.5
10972,'2026/07/05 20:27:44:009',93,0.461648,0.851136,0.012612,-0.003237,0.001067,1.338324,0.016595,2,0.5
10973,'2026/07/05 20:27:44:132',93,0.461648,0.851136,0.012612,-0.000352,0.001067,1.338324,0.016595,2,0.5
10974,'2026/07/05 20:27:44:238',93,0.461648,0.851136,0.012612,0.001448,0.001067,1.363022,0.016595,2,0.5
10975,'2026/07/05 20:27:44:341',93,0.47874,0.851136,0.017603,0.007524,0.001067,1.416283,0.025151,2,0.5
10976,'2026/07/05 20:27:49:674',94,0.581168,0.449103,0.01135,0.004934,-0.000468,1.353365,0.01753,2,0.5
10977,'2026/07/05 20:27:49:797',94,0.584929,0.445516,0.013738,0.000176,-0.000468,1.327712,0.01753,2,0.5
10978,'2026/07/05 20:27:49:999',94,0.578937,0.44872,0.015312,-0.002462,0.002238,1.353909,0.020958,2,0.5
10979,'2026/07/05 20:27:50:002',94,0.568357,0.453479,0.015312,-0.004871,0.002238,1.395965,0.020958,2,0.5
10980,'2026/07/05 20:27:50:102',94,0.551805,0.453479,0.016885,-0.007918,0.000075,1.442759,0.024502,2,0.5
10981,'2026/07/05 20:27:50:209',94,0.536608,0.453479,0.014355,-0.007918,-0.001551,1.488226,0.021302,2,0.5
10982,'2026/07/05 20:27:50:315',94,0.530272,0.449583,0.014355,-0.002187,-0.001551,1.509631,0.021302,2,0.5
10983,'2026/07/05 20:27:50:428',94,0.530272,0.449583,0.014355,0.001165,-0.001551,1.509631,0.021302,2,0.5
10984,'2026/07/05 20:27:50:536',94,0.535654,0.449583,0.014355,0.002948,0.000032,1.509631,0.021302,2,0.5
10985,'2026/07/05 20:27:50:638',94,0.55157,0.445138,0.018036,0.007645,-0.001958,1.419478,0.025088,2,0.5
10986,'2026/07/05 20:27:50:755',94,0.566246,0.440168,0.016002,0.007645,-0.001958,1.356007,0.021457,2,0.5
10987,'2026/07/05 20:27:50:864',94,0.579008,0.436233,0.013861,0.005869,-0.001958,1.304392,0.018356,2,0.5
10988,'2026/07/05 20:27:50:970',94,0.583392,0.436233,0.013861,0.002966,-0.000214,1.282553,0.018356,2,0.5
10989,'2026/07/05 20:27:51:092',94,0.583819,0.436233,0.017234,-0.003763,-0.000214,1.251561,0.022396,2,0.5
10990,'2026/07/05 20:27:51:194',94,0.570337,0.440665,0.017234,-0.006323,0.001976,1.328059,0.022396,2,0.5
10991,'2026/07/05 20:27:51:305',94,0.553315,0.440665,0.019148,-0.009303,-0.001267,1.39095,0.027465,2,0.5
10992,'2026/07/05 20:27:51:414',94,0.53601,0.436301,0.01651,-0.009303,-0.001267,1.442285,0.023894,2,0.5
10993,'2026/07/05 20:27:51:538',94,0.522581,0.432781,0.014859,-0.007387,-0.001267,1.464212,0.020279,2,0.5
10994,'2026/07/05 20:27:51:620',94,0.522581,0.432781,0.014859,-0.000664,-0.001267,1.487612,0.023633,2,0.5
10995,'2026/07/05 20:27:51:742',94,0.522581,0.432781,0.014859,0.001612,-0.001267,1.449445,0.023633,2,0.5
10996,'2026/07/05 20:27:51:846',94,0.529987,0.432781,0.017055,0.005852,-0.001267,1.391689,0.020575,2,0.5
10997,'2026/07/05 20:27:51:947',94,0.543077,0.428453,0.017055,0.005852,-0.002868,1.337152,0.020575,2,0.5
10998,'2026/07/05 20:27:52:033',94,0.554671,0.422902,0.014874,0.005852,-0.002868,1.289879,0.017538,2,0.5
10999,'2026/07/05 20:27:52:129',94,0.563257,0.419074,0.012792,0.003918,-0.000787,1.268091,0.017538,2,0.5
